#Frame      Mode1    Mode2    Mode3    Mode4    Mode5
   10526   10.216   -0.701   12.540    3.297   11.064
   10527   10.218   -1.971   13.038    3.626    7.564
   10528    5.741   -2.178    8.977    5.325    7.225
   10529    5.334   -1.518   15.357    3.473   11.186
   10530   11.605   -2.014   15.066    4.976    5.791
   10531    6.872   -2.556   13.096    1.482    4.702
   10532    7.858    0.118    9.559    6.649    5.464
   10533   10.580   -1.838   10.405    0.785    4.872
   10534   10.909    0.040    7.088   -1.291    6.306
   10535   16.399    1.013    4.383    6.412    2.678
   10536   21.099    4.396    7.769    2.432    2.984
   10537   18.093    1.209    7.981   -1.490    7.645
   10538   15.328    1.752    3.890    1.222    3.905
   10539   17.666    3.129    2.257    6.279    7.695
   10540   19.351    1.437    2.458    4.236    8.362
   10541   14.578    3.745   10.945    3.524    9.146
   10542   14.649    2.497   11.904    2.268    4.194
   10543    9.958   -0.389    7.005    4.562    8.544
   10544    8.174   -0.717   10.510    6.863   10.312
   10545   13.399    0.847    7.438    6.671    6.415
   10546   13.454   -0.768   13.706    1.897    7.964
   10547   10.332   -2.098    8.919    0.331    5.778
   10548   13.358   -0.315    2.998    4.455    4.666
   10549   14.704   -2.053    3.121    3.077    5.616
   10550   13.009   -1.810    3.978    3.803    6.446
   10551   18.343   -1.380    2.257    0.528    7.011
   10552    8.684   -3.716   -2.116    5.944    6.036
   10553    4.354   -3.652   -0.008    7.328    2.794
   10554    8.101   -3.263    2.696    5.004    6.265
   10555    8.202   -1.148    0.713    6.104    4.275
   10556    6.212    2.337    2.314    4.227    6.444
   10557    7.881    0.682    4.179    3.690    2.417
   10558   11.701   -2.731    1.410    0.449    1.606
   10559   12.960    0.413    6.272    1.836    1.061
   10560   12.747   -0.544    5.522    2.099    4.878
   10561    9.058   -2.596    0.727    3.068    1.504
   10562    4.345    1.920   -2.696    3.406   -0.195
   10563    8.103   -0.130   -2.822    4.838    4.377
   10564    2.433    1.173    2.529    6.197    1.377
   10565    9.380   -2.140   -1.839    6.668    0.644
   10566   11.545   -1.721    4.036    5.276    0.305
   10567    7.216   -1.568    1.070    6.510    2.365
   10568    7.705   -5.053   -3.940    3.664    3.866
   10569    8.866   -2.726   -2.945    7.254    3.709
   10570   12.432    0.235   -5.836    9.379   -0.871
   10571    4.963   -2.111   -8.230    8.607   -1.698
   10572   16.093   -1.505   -1.959    5.199   -0.134
   10573   16.212    0.807   -2.437    3.286    0.639
   10574   21.473    0.652    0.781   -0.907    4.569
   10575   24.774    0.527    3.163    1.281    5.791
   10576   23.090   -0.788   -1.716    2.380    3.092
   10577   16.043   -1.900    4.487    3.709    5.464
   10578   10.850   -1.090    2.712    3.035    5.822
   10579   13.513    1.534    1.626    2.857    5.221
   10580   10.744    1.133    5.618    3.576    6.761
   10581   10.949    1.518    8.788    0.049    7.425
   10582   11.265   -0.040    4.787    2.788    6.885
   10583    4.677   -1.329    6.203    3.240    3.551
   10584    4.846   -3.691    1.818   -2.379    4.279
   10585    8.551   -2.056    2.602   -1.563    4.027
   10586   15.064   -3.501    1.329    2.938    7.515
   10587   18.898   -1.503   -0.749    2.397    5.575
   10588   16.881   -1.176   -6.369   -1.013    5.249
   10589   13.303   -0.582   -9.325   -5.347    6.554
   10590   13.023    2.582   -2.905    0.832    5.552
   10591   12.513   -4.668   -8.902   -0.590    6.484
   10592   14.940   -0.505   -7.248    2.065    0.615
   10593   12.288   -0.704   -2.824    2.436    2.966
   10594   13.448   -4.388   -5.668   -0.077    0.515
   10595   16.580   -1.440   -2.621    4.453    2.339
   10596   14.034   -3.557   -3.980    4.072    6.174
   10597   10.756   -3.636  -10.890    2.608    5.998
   10598    9.772    6.920   -4.251    1.849    4.821
   10599   17.577    1.906    0.152   -3.031    9.980
   10600   11.553    1.311    2.929    2.699    5.190
   10601    7.751   -1.137    2.045    3.374    7.217
   10602    9.800   -3.378   -2.479    3.508    5.776
   10603    8.028   -7.982    1.600    3.857    7.084
   10604   11.595   -5.158   -0.504    6.104    3.502
   10605    8.298   -6.313   -5.178    4.398    3.894
   10606   12.754   -4.678   -0.028    2.783    4.981
   10607   13.733   -5.363    0.827    5.344    1.094
   10608   13.915   -2.892    3.823    1.832    4.793
   10609    9.763   -4.544    3.414    4.076    3.382
   10610    8.448   -3.264    3.354   -1.061    7.859
   10611    8.525   -1.712    7.254    1.804    7.026
   10612    9.422   -1.588   12.628    1.358    5.937
   10613    9.432   -0.873   13.336    1.059    3.823
   10614    5.890   -0.988    7.395    7.632    3.326
   10615    4.179   -1.859    4.347    4.965    0.844
   10616    7.813    0.955    0.372    3.698    4.120
   10617    8.392   -0.521   -2.269    2.085    4.896
   10618   12.855    0.228   -1.094    1.186   -0.322
   10619    8.853    0.990   -2.664    2.301   -0.428
   10620   13.995    1.287    3.775    0.614   -2.979
   10621    9.793   -3.678    4.460    0.182    2.296
   10622    8.166   -0.794    6.394    1.520    2.775
   10623   10.302   -2.744   -1.544   -5.070    2.155
   10624   11.978   -0.408   -3.720   -2.319    2.871
   10625   12.495    0.172    5.286   -4.102    2.562
   10626   12.000   -0.652    3.760   -0.758    1.981
   10627    9.615    2.689   -0.995    1.114    3.398
   10628    0.508    0.967   -5.027    3.867    5.628
   10629   -1.385   -0.239   -5.966    3.324    3.942
   10630    4.703   -0.262   -6.761   -0.267    5.829
   10631    5.820   -0.623   -0.512   -1.956    6.636
   10632    2.440   -1.917   -8.317    1.245    0.232
   10633   -0.434   -1.490   -3.689    1.223    1.046
   10634   -1.862   -6.849   -2.710    0.156    5.139
   10635   -3.002   -5.159   -1.016    1.651    0.740
   10636    1.085   -6.495    2.400   -0.246    3.601
   10637    4.926   -5.490   -0.597   -3.263    2.438
   10638    6.607   -5.151   -2.679    3.101    2.715
   10639    5.539   -4.703   -4.347    0.771    2.253
   10640    9.579   -1.431   -0.536    0.443    0.801
   10641    9.325   -1.996    6.393   -2.211    4.354
   10642    9.818   -0.991    2.628    0.081    3.755
   10643    8.437   -3.924    3.535    0.317    3.309
   10644    8.077   -3.570    5.465    0.562    1.084
   10645    9.790   -1.596   -2.583    2.440    0.823
   10646    2.822   -6.508    0.606    4.353    4.858
   10647    1.196   -4.355    2.954   -0.428    7.688
   10648    1.806   -4.621    4.215   -1.267    6.582
   10649   -0.501   -6.260    2.408    1.632    6.500
   10650    2.099   -1.465    7.572   -0.050    3.797
   10651    2.002   -7.239    1.223    0.218    5.118
   10652    3.192   -4.373   -2.951    1.244    4.086
   10653    0.805   -6.464   -1.404    0.471    2.745
   10654    1.364   -9.993   -7.029   -1.054    5.302
   10655    1.330   -8.783   -6.652   -0.297    1.360
   10656    5.432   -5.805   -5.244   -1.794    4.758
   10657    4.833   -1.762   -7.470    0.984   -0.566
   10658    6.156   -5.594   -3.909    2.444   -1.638
   10659    8.757   -7.269   -5.887    0.490    3.333
   10660    9.244   -6.805   -4.312    2.385    1.175
   10661   10.328   -6.587   -9.233    1.177    2.059
   10662    2.483   -7.768   -9.843    2.925    2.679
   10663    1.591   -6.706   -6.623    6.967    1.081
   10664    0.850   -7.792   -9.744    3.559    1.664
   10665    0.137   -4.197   -8.315    2.917    4.506
   10666    0.672   -6.410  -13.198    1.534    0.567
   10667    1.339   -5.322  -10.460    5.454    6.883
   10668   -3.664   -8.736  -12.214    7.273    4.516
   10669    4.549   -7.210  -13.308    5.881    4.565
   10670    1.011   -9.286  -13.810    4.576    0.855
   10671    1.725   -5.695  -11.011    3.997    6.028
   10672    2.499   -6.199  -14.040    1.705    3.882
   10673    2.668   -6.249  -17.713    4.246    3.654
   10674    0.923   -8.949  -20.724    5.926    6.355
   10675    8.519   -6.624  -18.589    0.146    8.277
   10676    0.432   -4.109  -14.659    0.385    3.100
   10677   -4.987   -9.190  -14.492    2.591    2.077
   10678   -1.470   -7.777  -17.290    8.634    2.686
   10679   -6.631  -10.561  -15.248    8.483   -1.625
   10680   -4.505  -10.188  -14.893    9.473    1.946
   10681   -6.261  -10.422  -12.349    9.009    2.702
   10682    1.330  -11.069  -13.295    3.074    6.076
   10683   -1.543   -1.510  -13.335    1.197    2.816
   10684    0.432   -7.636  -14.726    3.099    3.860
   10685   -3.533   -5.175   -9.764    5.060    6.634
   10686   -3.120   -6.111  -10.000    3.935    9.214
   10687   -0.589   -3.808   -8.677    8.568    5.110
   10688   -4.231   -2.091   -6.660    9.243    9.777
   10689    2.250   -4.382   -2.317    7.062    5.914
   10690    3.310   -3.988    1.280   10.169    4.755
   10691    6.056   -1.348   -2.865   12.200    3.395
   10692    2.539   -1.955   -3.558    8.155    7.015
   10693    2.030   -1.982   -2.920    8.857    1.090
   10694    0.302   -2.665   -4.398    5.397    2.456
   10695    4.178   -1.303   -9.852    6.538    3.566
   10696    5.855   -3.158   -8.295    3.028    4.527
   10697    6.436   -8.607  -11.406    3.758    1.573
   10698    7.779   -6.879   -5.691    4.280    4.239
   10699   10.200   -5.272   -3.841    5.676    4.023
   10700    8.618   -8.864   -8.116    1.577    1.950
   10701    8.985   -3.732   -4.318    0.576    4.452
   10702    7.187   -3.499   -3.097    1.204    1.474
   10703   11.213   -0.621   -6.346    1.316    1.642
   10704   10.188   -4.989  -12.310    4.029    0.849
   10705    6.578   -9.555  -12.602   -2.108    3.053
   10706    3.750   -5.172   -7.691    3.922    1.002
   10707    5.372   -3.428   -8.482    3.983    0.702
   10708    0.723   -2.507   -6.359    8.654    3.221
   10709    5.218   -1.747   -9.872    5.690    5.500
   10710    8.028   -1.984  -11.808    4.653    2.993
   10711    3.847   -6.975  -14.250    4.514    1.818
   10712    3.342   -6.394   -8.181    4.383    5.149
   10713    0.880   -5.700  -13.024    4.686    0.684
   10714    5.755   -3.459  -15.697   -1.462    5.316
   10715    5.403   -4.987   -9.567    8.264    6.270
   10716    4.488   -4.432  -12.241    3.259   -1.648
   10717    1.652   -4.959  -15.177    4.050    7.172
   10718    3.616   -5.815  -15.320   -1.355    1.364
   10719    0.582   -4.926  -13.848   -2.096    2.404
   10720    6.253   -7.438   -7.634    4.210    6.569
   10721    5.216   -6.561   -5.810   -1.071    2.934
   10722    0.864   -5.944   -8.755   -4.488    6.055
   10723   -1.489   -1.531   -9.654    3.589    4.867
   10724    0.375   -0.793   -8.022    4.082    5.080
   10725    2.353   -0.078  -14.752    3.577    4.716
   10726   -2.300   -3.999   -7.489    2.827    1.586
   10727    5.644   -2.900   -7.017    3.019    4.805
   10728    5.279   -2.781  -11.738    5.545    2.807
   10729   11.858   -5.210  -12.564    1.447    4.568
   10730   12.255   -5.559  -18.587    1.930   -1.006
   10731   16.800   -8.262  -15.094    3.322   -6.230
   10732    9.800   -4.042  -15.128    1.080   -2.685
   10733   12.986   -4.566  -10.167    0.481   -1.160
   10734   10.543   -2.994  -13.199    1.381    1.395
   10735   14.176   -4.459  -13.490    1.842    2.567
   10736   10.142   -1.100  -12.387    9.981   -2.916
   10737   13.035   -0.646   -9.414    6.495    1.707
   10738   15.912    0.381  -10.791    3.024    0.998
   10739   15.721   -2.452  -10.416    2.609    2.802
   10740   16.242   -3.336  -11.635    3.071    1.567
   10741   13.215   -3.269  -12.406    5.601    3.386
   10742    8.813   -3.707   -9.678    4.155    3.183
   10743   11.001   -6.007   -8.421    5.795    2.156
   10744   15.109   -3.651   -4.756    0.471    2.567
   10745   16.568   -6.210   -7.182    2.823   -0.553
   10746   15.753   -2.594  -10.367    2.870   -0.068
   10747   10.279   -3.803  -10.396    0.975    1.416
   10748    7.582   -1.589  -12.636    1.590   -1.760
   10749   10.947   -4.808   -8.285    5.462    0.394
   10750   10.471   -3.068   -5.978    4.162   -0.221
   10751    7.748   -5.727   -7.410    2.076    4.732
   10752    5.669   -5.896   -6.777    5.275    1.914
   10753    6.999   -3.696   -7.914    7.905    1.589
   10754    3.824   -5.665   -9.893    8.326   -2.040
   10755    0.617   -6.336   -5.514    8.837   -6.401
   10756    5.512   -5.354   -1.425    5.418   -1.435
   10757    8.712   -1.825    1.000    3.068    0.014
   10758    9.253   -1.185    3.577    2.348    0.491
   10759    8.980   -1.018    4.689    1.781    3.585
   10760   10.914   -2.485    1.434    4.290    4.323
   10761    7.377   -7.357    1.474    0.831    4.432
   10762    4.801   -3.879   -0.837    4.763    3.236
   10763    6.762   -4.073    0.529    2.518    2.099
   10764    9.475   -6.683   -2.348    4.426    0.973
   10765    1.694   -7.101   -2.504    3.409    0.425
   10766   -5.073   -3.892   -0.956    8.937   -1.051
   10767   -1.279   -3.430   -2.390    6.001    1.773
   10768   -4.871   -9.089   -3.746    6.416    2.727
   10769   -5.481   -6.179   -2.762    6.659    0.224
   10770   -4.445   -5.847   -2.606    7.424    2.958
   10771   -0.209   -3.087   -9.008    4.202   -1.344
   10772   -0.899  -10.166  -10.855    1.209    0.812
   10773    0.277   -6.545  -10.593    3.307    1.765
   10774   -0.751   -7.480  -15.393    3.639    2.994
   10775    0.647   -8.472  -12.731    1.977    1.390
   10776   -1.106  -10.857   -9.545    0.924   -1.367
   10777   -2.069   -5.783   -6.163    4.078   -0.381
   10778    4.012   -7.114   -8.880    1.487   -4.507
   10779    5.070   -4.530  -11.861    2.965    1.382
   10780   10.767   -4.798   -8.880   -0.910   -0.928
   10781    9.330   -5.701   -6.052    1.410    2.266
   10782    8.703   -6.226   -3.966   -1.096   -0.172
   10783    9.149   -5.758   -2.612   -3.213   -1.180
   10784   10.292   -5.580   -3.554   -1.315    0.898
   10785   12.537   -3.908   -1.610    0.817    1.963
   10786   11.210   -4.234   -5.022    2.861    2.527
   10787   10.970   -4.279   -3.538   -0.580    3.091
   10788   11.919   -3.923   -2.068   -1.286    6.015
   10789    7.865   -3.077   -5.254   -2.198    3.748
   10790    5.358   -6.414   -4.502    1.775    4.411
   10791    9.432   -6.460   -2.052   -2.591    9.224
   10792    7.278   -7.844   -2.809   -2.889    1.831
   10793    3.603   -2.915   -5.406   -1.749    5.280
   10794    9.404    0.448   -2.799   -2.629    2.009
   10795    2.278   -4.314   -4.614   -2.148    1.385
   10796    2.862   -6.946   -7.651    0.690    0.630
   10797    5.132   -7.868  -10.300    0.598   -0.404
   10798    5.492   -6.295  -10.842   -2.649   -0.488
   10799    3.888   -4.586  -12.030   -0.513    3.810
   10800    3.845   -6.497   -6.516    3.296    3.228
   10801    9.985   -5.569   -7.904   -0.940    2.197
   10802    9.947   -6.785   -0.353    1.558    4.347
   10803    7.185   -5.188   -3.170    2.774    3.961
   10804   10.967   -3.847   -0.340   -3.036    1.061
   10805    9.711   -8.513   -1.235   -0.553    3.038
   10806    7.944   -4.887   -4.430    1.629   -4.523
   10807    6.069   -5.201   -9.195    5.108   -3.693
   10808   -2.021   -2.998   -1.012    0.340    3.263
   10809    4.693   -4.981   -6.505    0.410    4.621
   10810    6.815   -8.219  -10.471   -0.097    2.533
   10811    8.277   -5.345  -11.387    1.611    2.445
   10812    8.867   -3.975  -12.819   -1.981    1.685
   10813   12.100   -4.727   -6.127   -1.966    2.458
   10814    7.965   -6.950  -10.727   -1.801   -1.984
   10815   13.243   -7.091  -17.742   -2.791    5.318
   10816   12.180   -8.722  -10.834   -5.111    3.265
   10817    6.335   -6.759   -8.179   -2.344   -0.208
   10818   12.368   -5.429  -14.001   -1.436    1.744
   10819    6.888   -3.638  -15.632    4.155   -0.822
   10820   12.789   -7.703  -11.614   -0.688   -1.936
   10821   11.942   -7.470  -13.613    0.169    2.418
   10822    8.798   -8.601  -16.591    2.484    8.418
   10823    7.506   -8.037  -15.907    0.523    2.286
   10824    5.084  -10.668  -14.091    3.549    5.773
   10825    5.704   -7.994  -11.573    1.027    7.001
   10826    1.670   -7.855  -15.125    6.674    3.456
   10827    3.567   -5.159   -8.649    6.935    5.272
   10828    1.981   -5.902  -10.744    8.389    7.254
   10829    4.344   -6.447  -11.896    2.005    0.172
   10830    7.968  -10.501  -13.206   -3.083    3.014
   10831   13.472   -8.963  -11.580   -0.761   -1.994
   10832   11.027   -6.445   -7.022   -0.488    0.870
   10833   13.160   -3.891   -7.772   -1.952    4.194
   10834   13.068   -8.180   -9.489   -0.836    5.635
   10835   12.945   -6.553   -6.121    1.307    4.058
   10836   14.741   -4.368  -10.538    0.161    0.976
   10837   10.449   -5.257  -16.627    0.980    0.501
   10838   14.534   -5.493  -12.869    0.137   -3.004
   10839   14.392   -4.012  -17.359   -1.020   -2.397
   10840   12.614   -4.561  -18.112   -0.698   -5.967
   10841   20.724   -5.136  -16.678   -2.269   -8.795
   10842   16.620   -3.012  -15.120   -2.869   -4.083
   10843    9.354   -5.055   -6.418   -2.124    1.067
   10844   11.672   -5.135   -0.702   -3.425    4.433
   10845    6.268   -8.586   -4.167    1.596    2.694
   10846   12.555   -5.754   -6.790    4.961    6.786
   10847   11.141   -3.669   -0.511    6.029    5.830
   10848   12.436   -4.034   -5.859    5.877    0.528
   10849   12.798   -1.626   -4.909    4.617    4.243
   10850    9.357   -3.780   -0.174    0.360    8.464
   10851   12.399   -1.990   -1.426   -1.087    4.884
   10852   11.776    0.458   -2.729   -0.254    4.729
   10853   14.936   -0.334   -2.131    3.177    5.284
   10854   12.080   -0.367    0.462    2.898    4.281
   10855   14.398   -2.865   -0.510    2.077    7.021
   10856   17.344    5.030    8.408    2.116    5.416
   10857   18.829   -0.460    3.262    1.099    8.817
   10858   16.435   -2.162    1.068    3.500    7.887
   10859    9.969   -2.093   -4.313   -0.120    6.291
   10860   16.464   -3.333   -2.330    1.069    7.978
   10861   17.168    3.113    6.649    0.369   10.001
   10862   19.033   -0.655    7.040    0.533   14.144
   10863   17.827   -1.798    5.909    1.476   12.758
   10864   16.558   -1.989    3.559    3.206   10.965
   10865    9.666   -6.511    4.876    0.743    7.917
   10866   13.485   -5.985   -0.258   -0.036    7.025
   10867   11.974   -3.192    6.066    5.131    5.512
   10868   11.292   -0.441    8.460    2.057    8.792
   10869   10.387   -3.296    7.924    3.322    1.559
   10870   10.037   -2.834    8.586    2.644    8.941
   10871   13.784   -2.428    9.634   -1.883    8.735
   10872   15.159   -1.047   12.481   -2.890    5.994
   10873   11.307   -1.179    6.644   -1.676    3.907
   10874    5.110    0.602    6.118    0.239    6.832
   10875    2.791   -0.077    5.181   -0.079    2.078
   10876    5.901    0.130    7.143    2.455    2.116
   10877    9.358    2.028    4.848   -0.800    2.121
   10878    7.620   -0.819   -1.486    1.325    2.435
   10879    8.645    1.197    0.181   -1.151    0.700
   10880    5.611    1.188    1.017    4.464    1.836
   10881    7.867   -4.049   -2.399    2.786    0.039
   10882   13.624    0.774   -3.165   -0.973    1.085
   10883   15.493   -2.185   -2.476   -2.994    3.362
   10884   10.630    0.959    0.138    0.657    2.474
   10885   11.060   -0.039    5.494   -2.588    2.512
   10886   12.682    0.516    3.707   -0.881    3.958
   10887   13.891    3.889    8.734   -5.290    6.894
   10888    8.862    0.056   11.149   -1.238    4.642
   10889    9.992    0.210   13.559    0.136    7.307
   10890   15.219   -0.654   16.307    1.829    6.051
   10891    7.617   -3.835   11.307    2.930    5.022
   10892    7.151   -0.291    6.441    0.108    6.983
   10893    3.751    0.261   11.310    0.817    5.803
   10894   11.012    3.500   12.001   -2.711    9.262
   10895    6.540    0.188    4.471   -4.397    4.348
   10896    5.574    0.981    4.144    0.622    6.038
   10897    8.147   -1.388    8.318   -1.024    5.399
   10898    8.273   -3.433    3.877   -2.961    6.066
   10899   11.652    0.404    9.604   -3.988    5.701
   10900    9.680   -0.802    7.854    0.639    9.726
   10901    9.370   -0.645    7.674   -0.969    7.380
   10902    5.114   -4.878    9.367   -1.102   10.162
   10903    4.975   -2.812    7.904    3.350    7.870
   10904    1.707    0.274    9.440    2.466   10.575
   10905    2.789   -1.881    8.831   -0.333    8.551
   10906   -0.103   -2.634    7.683    2.115    8.516
   10907   -0.240   -4.439   13.785    4.842   10.476
   10908    4.115   -7.906    9.179   -0.790    4.728
   10909    3.796   -4.238   12.455    0.194    4.836
   10910   -0.032   -2.599    2.088    5.701    5.075
   10911   -0.799   -1.866    4.777    8.946    4.859
   10912   -8.201   -4.463    6.498    8.277    5.040
   10913   -4.965   -6.576   -2.114    8.557    3.979
   10914   -4.039   -7.706   -2.018    5.656    3.318
   10915   -0.158   -4.525   -5.010    6.198    3.478
   10916    3.264   -4.630   -6.797    0.706    3.589
   10917    4.552   -4.836   -1.030   -0.857    4.152
   10918    6.482   -3.233    4.798    1.551    3.416
   10919   10.529   -1.821    1.539    4.440    5.772
   10920    9.024   -5.706   -4.207    5.665    4.052
   10921   11.200   -1.357   -3.043    1.350    6.352
   10922    8.926   -2.430    2.056    4.945    9.375
   10923    0.294   -1.982    2.440    9.028    4.165
   10924    4.386   -5.664   -5.918    4.132    4.654
   10925    2.726   -4.229    0.272    4.396    5.626
   10926    9.356   -2.172    2.226    3.752   12.584
   10927    7.646   -0.314    2.379    5.684    6.947
   10928    8.421    1.028   -1.150    3.246    8.725
   10929    9.898   -1.101   -0.130    4.091    7.567
   10930    5.376   -6.870   -0.334    6.377    8.140
   10931    4.881   -5.542   -1.654    5.830    9.599
   10932    5.853   -5.692   -4.174    6.000    7.972
   10933    2.329   -7.345   -1.815    6.636    7.747
   10934    2.841   -3.787   -2.132    7.207    8.801
   10935   -1.675   -2.238   -1.274    6.893    6.856
   10936   -2.238   -6.210    1.642    9.252    8.783
   10937    4.465   -3.051   -1.627    8.444    8.583
   10938    7.250   -2.117    0.776    9.674    5.948
   10939    3.926   -4.041    0.598    7.149   11.347
   10940    5.538   -8.728    0.810    7.024   11.443
   10941    0.580   -8.699   -4.240   10.568    6.732
   10942    5.649   -5.739   -2.667    9.589    5.218
   10943    2.812   -7.527   -6.851    9.456   10.891
   10944   -1.256   -7.343   -5.377   11.011    7.115
   10945    0.115   -4.363   -0.978   11.394    2.933
   10946    0.088   -1.402   -3.750   10.350   -0.459
   10947    3.590   -2.943   -4.784    5.365    1.960
   10948    2.716   -1.016   -7.302    5.894    5.953
   10949    2.951   -0.817   -3.867    9.039    5.443
   10950    0.286   -1.410   -2.137    9.021    4.672
   10951   -1.392   -1.364   -3.675    8.313    3.651
   10952    1.256    0.701   -7.281    8.205    1.356
   10953    1.236   -2.304   -1.721    6.258    2.962
   10954   10.343   -1.934   -5.094    3.525   -1.158
   10955    9.530    0.222   -4.821    6.294    1.163
   10956    7.122   -2.164   -8.196    4.892    0.405
   10957    5.232   -2.102   -4.990    2.951    1.634
   10958    8.973   -4.214    0.425    3.266    3.178
   10959   10.151   -2.875   -0.135    1.347    2.586
   10960   10.621   -1.873   -0.167    5.305    2.179
   10961   13.460   -2.098   -0.661    6.612    3.065
   10962   14.969   -2.479    1.405    2.392    7.465
   10963   15.012   -1.325    0.822    0.155    5.901
   10964    3.397   -2.087    2.251    9.075    6.982
   10965   11.269    1.406    5.467    7.075    6.987
   10966    1.680   -1.986    0.512    9.203    6.113
   10967    7.665   -2.752   -6.702    8.151    5.643
   10968    0.334   -3.969   -2.189   10.090    5.279
   10969    5.958   -3.489   -7.420    5.176    6.232
   10970    9.874   -4.858   -1.369    2.631    8.852
   10971    6.732   -6.823   -4.197    5.060    6.764
   10972    2.362   -7.704   -5.532    4.354    4.748
   10973    5.827   -5.139   -3.085    3.924    5.150
   10974    3.565   -4.739   -8.367    7.122    4.514
   10975   -1.073   -0.284   -8.045    9.913    5.592
   10976   -6.482   -1.710   -7.690    5.905    6.644
   10977    0.095    1.405   -7.043    2.408    9.853
   10978    3.552   -2.155   -7.816    1.607    3.755
   10979   -1.233   -2.451   -9.014    1.541    8.442
   10980   -4.490    0.593   -3.783   -0.344   12.094
   10981   -4.244    4.915   -4.748    5.143   12.527
   10982   -2.968    2.315   -3.806    1.052   10.809
   10983   -1.279    7.480   -1.585    6.154   12.208
   10984   -1.194    2.709   -0.485    4.155    6.497
   10985    8.421    5.526   -1.158   -0.277    6.337
   10986    9.827    3.034    2.984   -1.639   11.302
   10987    4.484    2.729    9.332   -0.020   10.519
   10988    4.916    2.750   10.234    2.656   12.127
   10989    1.496    0.348    1.311    0.082    9.556
   10990    5.769    3.987    3.898    1.659    7.013
   10991   10.044    1.001    2.666   -2.931   10.364
   10992    7.678    4.878    8.900   -3.185    8.056
   10993    7.890    5.450   10.461    2.466    8.248
   10994    5.972    7.773   12.916    3.943    6.970
   10995    5.225   10.215   17.068    6.487    2.863
   10996    8.052    6.518   12.075    5.854    6.035
   10997   11.681    6.172    2.198    6.429    7.855
   10998   10.785    7.227   -1.738    6.480    6.375
   10999    9.958    6.549   -1.191    4.757    7.511
   11000    8.887    6.977   -3.327    1.507    8.650
   11001    8.206    7.174   -3.000    1.617    7.515
   11002    8.554    3.543   -4.977    0.913    8.555
   11003    8.237    7.355   -6.407    4.465    9.223
   11004   15.879   11.139   -3.860    1.340    5.651
   11005   15.568   13.902    1.959    4.377    8.780
   11006   16.528   11.338   -1.818    4.018   11.093
   11007   17.915   14.316    0.554    4.021    9.369
   11008   11.503   11.913    2.676    0.896   13.567
   11009   11.887    9.769   -2.495    3.270   12.516
   11010   11.459   10.218   -4.934    2.165    3.301
   11011   14.640    7.442   -7.011   -2.222    3.180
   11012   10.784    9.999   -5.944   -0.083    3.440
   11013    7.962    9.253   -1.658    0.292    7.741
   11014    1.907    3.752    2.719   -4.060    8.636
   11015    4.719    8.536   -1.583    2.166    4.597
   11016    4.537    7.694    0.419   -1.035    6.855
   11017    6.528    4.523    0.320   -5.245    8.354
   11018    4.526    8.558   -1.751   -0.362   10.063
   11019    5.789    4.715   -3.240   -3.473    7.739
   11020   10.008    7.112   -2.372   -2.098    3.979
   11021   13.672    8.315   -0.886   -0.531    8.483
   11022   12.414    7.242   -0.419   -4.605    7.493
   11023   11.554    4.832   -2.095   -4.063    8.407
   11024    4.568    8.869   -0.789   -0.302    4.407
   11025    6.124    8.666    1.330   -0.928    2.659
   11026    5.517    7.009    1.357   -2.650    8.372
   11027    1.831    4.498    1.109   -1.602    7.010
   11028    1.518    6.007    4.142    0.314   11.930
   11029    3.134    9.441    9.288   -0.038    7.183
   11030    2.785    6.842    3.041    0.347    7.864
   11031    1.550    6.193    2.263    0.829    6.461
   11032    1.756    6.714    1.884   -1.055    3.424
   11033    1.964    4.700   -3.888    2.202    3.482
   11034    9.371    8.094   -4.787   -1.198   -0.117
   11035    1.409    6.133   -5.116    3.993    3.539
   11036    7.376    1.565   -4.265    0.967    3.064
   11037    4.233    0.084   -4.527    1.753   -1.400
   11038    5.380    2.070   -1.489    6.156    5.019
   11039    7.170    4.800   -2.603    3.602    2.861
   11040    1.139    5.351   -6.293    6.473    2.488
   11041    2.364    4.819   -3.853    7.199    4.742
   11042   -1.880   -0.199    3.716    5.727    5.521
   11043    3.831   -0.304    2.854    5.612    4.905
   11044    7.605   -2.459   -0.117    4.631    4.257
   11045    4.920   -5.098   -1.843    7.732    5.981
   11046    3.330   -5.741   -1.733    6.530   12.059
   11047    1.976   -3.144    0.876    5.809    4.251
   11048    8.762   -1.342   -7.556    3.318    1.642
   11049    7.587   -5.625   -4.834    5.586    9.637
   11050    8.637   -4.893   -7.769    3.757    9.128
   11051    9.204   -6.669   -2.674    3.867    5.552
   11052   11.247   -5.585   -8.010    2.144    6.232
   11053    9.582   -2.527   -1.000    3.778    4.884
   11054    8.973   -1.518   -6.460    3.536    4.673
   11055    7.097   -1.074   -3.737    6.023    5.931
   11056    3.267   -3.054    3.571    6.813   10.759
   11057    7.898   -2.650   -3.060    7.948    5.791
   11058   14.000   -2.379   -0.211    8.141    4.849
   11059    7.187   -4.194    2.853    5.001    7.544
   11060   13.187   -3.425    8.997    2.786    7.293
   11061   16.299   -6.227    3.509    1.072    4.592
   11062   13.549   -4.377    0.225    2.644    5.226
   11063   13.024   -5.300   -0.819    0.348    4.814
   11064   16.976   -3.754    1.437    0.029    7.501
   11065   12.638   -5.938   -1.953    0.932    5.048
